2025 Annual Registration (RSO),,,,,
,,,,,
SubmissionId,DateCreated,Status,Comment,OrganizationType,"How many members are in your student organization? Please use a numerical value (For example,do not use ""n/a"",use ""0"" instead)."
72464992,1/23/2025 14:54,Denied,"Your application has been denied because there is a trademark violation in your application. Your profile picture includes the Longhorn silhouette which is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,18
71825428,1/2/2025 11:18,Approved,,Registered Student Organizations,134
72087978,1/14/2025 14:57,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 58 members, but the “Roster” section of your application has 15 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has been denied because there is a trademark violation in your application. The use of ""UT"" before the account name on Instragram, this is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,58
72562707,1/25/2025 17:06,Approved,,Registered Student Organizations,29
74328391,2/27/2025 18:40,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 15 members, but the “Roster” section of your application has 45 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,15
73555578,2/13/2025 12:03,Approved,,Registered Student Organizations,19
74285436,2/26/2025 21:57,Approved,,Registered Student Organizations,11
71939925,1/8/2025 15:28,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 97 members, but the “Roster” section of your application has 42 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,97
71895830,1/6/2025 12:38,Pending,,Registered Student Organizations,16
71922041,1/7/2025 17:09,Approved,,Registered Student Organizations,100
74331216,2/27/2025 20:32,Denied," Your application has been denied because in the “Membership” section of your application, you stated that your organization has 60 members, but the “Roster” section of your application has 39 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,60
72194379,1/16/2025 9:38,Approved,,Registered Student Organizations,12
74357074,2/28/2025 11:37,Approved,,Registered Student Organizations,12
73274953,2/21/2025 19:35,Approved,,Registered Student Organizations,30-40
71899580,1/6/2025 14:00,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 45 members, but the “Roster” section of your application has 17 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,45
72870486,1/31/2025 20:44,Approved,,Registered Student Organizations,45
71925205,1/7/2025 21:14,Approved,,Registered Student Organizations,30
74335257,2/27/2025 22:53,Approved,,Registered Student Organizations,39
71917094,2/4/2025 17:41,Approved,,Registered Student Organizations,30
74261189,3/3/2025 13:27,Pending,,Registered Student Organizations,15
71825918,1/2/2025 11:45,Approved,,Registered Student Organizations,13
74258996,2/26/2025 13:30,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 59 members, but the “Roster” section of your application has 33 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,59
74356555,2/28/2025 11:19,Approved,,Registered Student Organizations,33
71852821,2/13/2025 10:39,Approved,,Registered Student Organizations,49
74161640,2/25/2025 2:20,Pending,,Registered Student Organizations,154
73437062,2/11/2025 15:33,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 44 members, but the “Roster” section of your application has 17 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,44
74185558,2/25/2025 11:21,Approved,,Registered Student Organizations,44
74116481,2/24/2025 11:24,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): PROHIBITION OF HAZING/ELECTIONS/CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,17
74195411,2/25/2025 13:08,Approved,,Registered Student Organizations,17
72602436,1/26/2025 17:11,Pending,,Registered Student Organizations,80
74131757,2/24/2025 15:11,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is also missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,62
74367361,2/28/2025 15:33,Approved,,Registered Student Organizations,62
71826104,1/2/2025 11:41,Pending,,Registered Student Organizations,280
72065151,1/12/2025 22:19,Approved,,Registered Student Organizations,40
74284963,2/26/2025 21:24,Approved,,Registered Student Organizations,67
73437451,2/11/2025 12:58,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 82 members, but the “Roster” section of your application has 54 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,82
72514757,1/24/2025 14:52,Approved,,Registered Student Organizations,30
72464858,1/23/2025 14:11,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 30 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,50
74330635,2/27/2025 19:59,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 100 members, but the “Roster” section of your application has 20 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,100
73153868,2/6/2025 12:51,Pending,,Registered Student Organizations,10
73487615,2/12/2025 9:32,Approved,,Registered Student Organizations,45
71885719,1/5/2025 23:39,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu",Registered Student Organizations,20
72398895,1/22/2025 11:17,Approved,,Registered Student Organizations,20
72122868,1/14/2025 11:41,Approved,,Registered Student Organizations,120
74338671,2/28/2025 0:28,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 40 members, but the “Roster” section of your application has 26 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,40
74358076,2/28/2025 12:24,Pending,,Registered Student Organizations,18
74304007,2/27/2025 10:13,Approved,,Registered Student Organizations,30
72081571,1/13/2025 11:04,Approved,,Registered Student Organizations,30
74301786,2/27/2025 9:29,Pending,,Registered Student Organizations,16
71933249,1/8/2025 10:14,Approved,,Registered Student Organizations,46
72170286,1/15/2025 22:59,Approved,,Registered Student Organizations,135-150
72797443,1/30/2025 12:14,Pending,,Registered Student Organizations,217
72629581,1/27/2025 10:06,Pending,,Registered Student Organizations,16
72197302,1/16/2025 11:33,Approved,,Registered Student Organizations,20
72215822,1/16/2025 21:48,Approved,,Registered Student Organizations,10
74135842,2/24/2025 16:39,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING. Additionally we suggest that you use our templates to make REVISIONS TO YOUR AMENDMENT section to acknowledge the notification of the SOC office of any constitution changes. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 14 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,50
74357543,2/28/2025 11:49,Pending,,Registered Student Organizations,15
72102110,1/13/2025 20:01,Approved,,Registered Student Organizations,104
74341556,2/28/2025 2:53,Approved,,Registered Student Organizations,13
71963311,1/9/2025 13:20,Approved,,Registered Student Organizations,120
72715659,1/28/2025 19:56,Approved,,Registered Student Organizations,163
72649352,1/27/2025 16:14,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 24 members, but the “Roster” section of your application has 163 members listed. Please update your membership section to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on the membership section, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,24
74328240,2/27/2025 18:34,Pending,,Registered Student Organizations,28
71992189,1/12/2025 13:14,Approved,,Registered Student Organizations,68
72176879,1/15/2025 16:40,Approved,,Registered Student Organizations,41
74198147,2/25/2025 13:34,Approved,,Registered Student Organizations,13
74125984,2/24/2025 13:16,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 28 members, but the “Roster” section of your application has 13 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,28
72981763,2/3/2025 14:53,Denied,"Your application has been denied because a copy of your organization’s constitution was not included in your application. All student organizations are required to have a constitution. You can refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting a constitution. Please upload a copy of your organization’s constitution to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,66
74003830,2/21/2025 16:57,Approved,,Registered Student Organizations,50
74273079,2/26/2025 16:26,Approved,,Registered Student Organizations,179
74337059,2/27/2025 23:01,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): ELECTIONS. We also found an issue with your hazing prohibtion statement as well as the amendment section. For your hazing prohibtion statement directly reference State law and Sec. 6-404. For your amendment section we also require that you that you state that you will notify student activities of any constitution changes, for more clear and exact references please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  Your application has been denied because in the “Membership” section of your application, you stated that your organization has 81  members, but the “Roster” section of your application has 127 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,81
74311885,2/27/2025 13:57,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 22 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,50
74321503,2/27/2025 15:33,Approved,,Registered Student Organizations,22
72148026,1/14/2025 21:01,Approved,,Registered Student Organizations,30
74318653,2/27/2025 14:53,Approved,,Registered Student Organizations,27
74326938,2/27/2025 17:40,Approved,,Registered Student Organizations,35
74310715,2/27/2025 13:44,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,35
72286534,1/19/2025 14:18,Approved,,Registered Student Organizations,30
74147491,2/24/2025 19:52,Approved,,Registered Student Organizations,We don't require people who attend out events to be members. We have 25 board members and 1L reps right now. But we have 14 members on Hornslink as we leave the option of whether to join Hornslink up to our members.
73766018,2/17/2025 14:57,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has doesn't require members, but the “Roster” section of your application has 13 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Additionally, your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section in amendments: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once all of your members are listed on your roster and have amended your constitution, please upload the revised copy to your application and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,We don't require people who attend out events to be members. We have 25 board members and 1L reps right now.
72125127,1/14/2025 11:19,Approved,,Registered Student Organizations,16
72504267,1/24/2025 10:50,Approved,,Registered Student Organizations,30
72022168,1/11/2025 15:22,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 34 members, but the “Roster” section of your application has 97 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,34
74310343,2/27/2025 13:20,Pending,,Registered Student Organizations,50
72092917,1/13/2025 15:27,Pending,,Registered Student Organizations,100
72464544,1/23/2025 14:12,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 300 members, but the “Roster” section of your application has 17 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,300
73036228,2/4/2025 11:58,Approved,,Registered Student Organizations,300
72426423,1/23/2025 0:12,Denied,"Your  organization’s  roster includes fewer than ten members. The University requires that student organizations have a minimum of ten members and that the full organization roster be posted on HornsLink. Please update your roster to include all of the members of your organization. Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,24
72453961,1/23/2025 11:02,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 24 members, but the “Roster” section of your application has 11 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Additionally, your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections.Once all of your members are listed on your roster and you have amended your constitution, please upload the revised copy to your application and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,24
72798291,1/30/2025 11:36,Approved,,Registered Student Organizations,23
71829583,1/2/2025 15:24,Approved,,Registered Student Organizations,40
72319655,1/20/2025 16:06,Pending,,Registered Student Organizations,15
72077843,1/13/2025 8:34,Approved,,Registered Student Organizations,24
72106499,1/13/2025 23:00,Approved,,Registered Student Organizations,30
73867576,2/19/2025 10:31,Denied,"Your application has been denied because there is a trademark violation in your application. Your Linkedin URL, utaustiniabc, includes a trademark of the university. UT Austin is a trademark of the university and cannot precede the name of the student organizations. Alternatively, iabcatutaustin, would be an acceptable URL. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. (AM)",Registered Student Organizations,15
73926201,2/20/2025 9:57,Approved,,Registered Student Organizations,15
74381584,2/28/2025 22:52,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 116 members, but the “Roster” section of your application has 16 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING as well as the lack of promise of notification to Student activities for any consitution amendments. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,116
74470999,3/3/2025 10:06,Pending,,Registered Student Organizations,16
74376113,2/28/2025 18:54,Approved,,Registered Student Organizations,12
74404134,3/1/2025 10:36,Approved,,Registered Student Organizations,20
74223648,2/25/2025 20:22,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 39 members, but the “Roster” section of your application has 20 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,39
73575905,2/13/2025 18:24,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 100 members, but the “Roster” section of your application has 28 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,100
73574607,3/3/2025 17:59,Pending,,Registered Student Organizations,92
71898043,1/6/2025 13:59,Pending,,Registered Student Organizations,20
74362376,2/28/2025 18:55,Approved,,Registered Student Organizations,21
72422527,1/22/2025 19:58,Approved,,Registered Student Organizations,47
71935723,1/8/2025 12:13,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF PROHIBITION OF HAZING. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,47
74379126,2/28/2025 21:09,Pending,,Registered Student Organizations,40
72095967,1/13/2025 16:49,Pending,,Registered Student Organizations,12
72455411,1/23/2025 11:32,Pending,,Registered Student Organizations,10
74317668,2/27/2025 15:27,Pending,,Registered Student Organizations,19
74318620,2/27/2025 15:23,Approved,,Registered Student Organizations,15
74324432,2/27/2025 16:50,Approved,,Registered Student Organizations,14
74328338,2/27/2025 18:34,Approved,,Registered Student Organizations,10
72177460,1/15/2025 16:46,Approved,,Registered Student Organizations,10
73389597,2/10/2025 20:52,Approved,,Registered Student Organizations,10
72215710,1/16/2025 22:04,Approved,,Registered Student Organizations,18
74363439,2/28/2025 13:50,Approved,,Registered Student Organizations,22
71832685,1/2/2025 19:02,Approved,,Registered Student Organizations,40
74376126,2/28/2025 18:55,Pending,,Registered Student Organizations,190
74253507,2/26/2025 10:36,Approved,,Registered Student Organizations,27
73384729,2/10/2025 16:00,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 27 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,50
73150857,2/6/2025 11:48,Approved,,Registered Student Organizations,12
73118485,2/5/2025 19:31,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 30 members, but the “Roster” section of your application has 10 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,30
74128119,2/24/2025 13:55,Approved,,Registered Student Organizations,14
72988621,2/3/2025 14:24,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING/ELECTIONS/CONSTITUTION AMENDMENTS, ALONG WITH CORRECTING CONSITUTION WITH APPROPRIATE TITLES ON BASE TEMPLATE. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  Your application has been denied because in the “Membership” section of your application, you stated that your organization has N/A members, but the “Roster” section of your application has 10 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,10
72294091,1/19/2025 19:48,Approved,,Registered Student Organizations,11
74195391,2/25/2025 22:58,Approved,,Registered Student Organizations,44
74414008,3/1/2025 16:50,Denied,Denied as per Raychel's request to allow her to resubmit the application. ,Registered Student Organizations,25
73966588,2/21/2025 0:39,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 40 members, but the “Roster” section of your application has 14 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,40
74377273,2/28/2025 19:40,Approved,,Registered Student Organizations,159
74362296,2/28/2025 13:35,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 180 members, but the “Roster” section of your application has 17 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,180
73639099,2/14/2025 23:40,Approved,,Registered Student Organizations,49
72414153,1/22/2025 16:47,Approved,,Registered Student Organizations,17
73279001,2/8/2025 23:21,Approved,,Registered Student Organizations,26
74113391,2/27/2025 12:25,Pending,,Registered Student Organizations,20
71831311,1/2/2025 17:37,Approved,,Registered Student Organizations,22
72131100,1/14/2025 14:13,Pending,,Registered Student Organizations,22
71825658,1/2/2025 12:27,Approved,,Registered Student Organizations,60
73323540,2/9/2025 22:17,Approved,,Registered Student Organizations,25
72455449,1/23/2025 11:47,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 26 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application.  Furthermore your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Finally, your organization's profile picture on Instagram includes the Longhorn Silhotte, which is a trademark of the university and cannot be used by student organizations. Once all of your members are listed on your roster, you have uploaded revised copy of your constitution to your application, and you have remedied the trademark violation, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,26
72648853,1/27/2025 15:43,Approved,,Registered Student Organizations,26
72474564,1/23/2025 17:25,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,26
72196577,1/17/2025 7:14,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 26 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application.  Furthermore your organization’s constitution is missing the following sections: STATEMENT OF COMPLIANCE, and PROHIBITION OF HAZING. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections.Finally, your organization's profile picture includes the Longhorn Silhouette, which is a trademark of the university and cannot be used by student organizations. Please remove the trademark before re-submitting your Annual Registration applicationOnce all of your members are listed on your roster, you have uploaded revised copy of your constitution to your application, and you have remedied the trademark violation, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,50
73359719,2/10/2025 9:53,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 100 members, but the “Roster” section of your application has 22 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING/CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,100
74301200,2/27/2025 9:01,Approved,,Registered Student Organizations,65
74006548,2/21/2025 17:48,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 150 members, but the “Roster” section of your application has 65 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,150
72133452,1/14/2025 14:48,Approved,,Registered Student Organizations,59
71947353,1/8/2025 21:57,Pending,,Registered Student Organizations,28
72266285,1/18/2025 16:59,Approved,,Registered Student Organizations,19
72569561,1/25/2025 21:14,Approved,,Registered Student Organizations,15
72401032,1/22/2025 12:32,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 15 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,50
74339397,2/28/2025 1:01,Pending,,Registered Student Organizations,50
